run,dp_idx,dp_label,dp_lo,dp_hi,var,norm_win_lo,norm_win_hi,intD_win,intS_win,sim_scale,entriesD,entriesS,muD,muD_err,sigD,sigD_err,statusD,chi2D,ndfD,muS,muS_err,sigS,sigS_err,statusS,chi2S,ndfS,dmu_GeV,dmu_err_GeV,dmu_MeV,dmu_err_MeV
23839,2,b2,-1.000000,0.000000,Pmx,-0.048509,0.026492,16744.000000,62.102181,269.620159,19974.000000,24193.000000,-0.007080,0.000110,0.011147,0.000115,0,1596.876435,9,-0.004297,0.000048,0.006191,0.000036,0,2261.018590,8,-0.002783,0.000120,-2.782540,0.120320
23839,2,b2,-1.000000,0.000000,Pmy,-0.021788,0.033042,17799.000000,66.879036,266.137208,19974.000000,24193.000000,0.005799,0.000072,0.009402,0.000067,0,342.109441,7,-0.000854,0.000040,0.006181,0.000030,0,8.641705,6,0.006653,0.000082,6.652882,0.082200
23839,3,b3,0.000000,1.000000,W,0.905983,1.003134,18868.000000,58.153449,324.451951,21851.000000,17090.000000,0.952486,0.000163,0.020472,0.000163,0,372.340124,11,0.944998,0.000109,0.012762,0.000092,0,761.057683,11,0.007488,0.000196,7.488090,0.196200
23839,3,b3,0.000000,1.000000,Em,-0.001679,0.027625,16570.000000,52.631682,314.829381,21851.000000,17090.000000,0.012196,0.000062,0.006507,0.000058,0,779.666628,12,0.005478,0.000032,0.003506,0.000033,0,1420.819731,12,0.006718,0.000070,6.718092,0.069908
23839,3,b3,0.000000,1.000000,Pmz,-0.047988,0.020737,19122.000000,58.097588,329.135869,21851.000000,17090.000000,-0.010390,0.000085,0.010031,0.000083,0,1354.314010,8,-0.004940,0.000052,0.005784,0.000036,0,1386.844763,8,-0.005451,0.000100,-5.450612,0.099584
23839,3,b3,0.000000,1.000000,Pmx,-0.049160,0.024038,19500.000000,58.395340,333.930755,21851.000000,17090.000000,-0.010462,0.000093,0.011714,0.000097,0,1039.161591,9,-0.004471,0.000059,0.006676,0.000046,0,1214.938038,9,-0.005991,0.000110,-5.990738,0.110474
23839,3,b3,0.000000,1.000000,Pmy,-0.020243,0.034173,19591.000000,59.305980,330.337682,21851.000000,17090.000000,0.006992,0.000072,0.009707,0.000066,0,231.777485,6,-0.000995,0.000051,0.006445,0.000039,0,13.626260,4,0.007986,0.000088,7.986320,0.088204
23839,4,b4,1.000000,2.000000,W,0.917843,0.997219,13570.000000,23.532239,576.655721,15047.000000,5564.000000,0.956746,0.000147,0.016272,0.000139,0,191.723399,9,0.943457,0.000168,0.011986,0.000144,0,66.794841,9,0.013288,0.000223,13.288454,0.223334
23839,4,b4,1.000000,2.000000,Em,0.003060,0.030789,12763.000000,19.659656,649.197511,15047.000000,5564.000000,0.016352,0.000063,0.006211,0.000062,0,116.659249,10,-0.079899,0.003741,0.020051,0.000602,4,176.544905,10,0.096250,0.003741,96.250258,3.741203
23839,4,b4,1.000000,2.000000,Pmz,-0.041199,0.015142,13742.000000,23.695286,579.946585,15047.000000,5564.000000,-0.011305,0.000078,0.008482,0.000074,0,646.989504,7,-0.004708,0.000082,0.005670,0.000059,0,150.438545,7,-0.006598,0.000113,-6.597693,0.113432
23839,4,b4,1.000000,2.000000,Pmx,-0.043734,0.019323,13734.000000,23.723072,578.930092,15047.000000,5564.000000,-0.011981,0.000095,0.010543,0.000089,0,290.622281,7,-0.003784,0.000102,0.007123,0.000078,0,121.440983,7,-0.008197,0.000139,-8.196585,0.139281
23839,4,b4,1.000000,2.000000,Pmy,-0.017446,0.036607,13530.000000,23.544503,574.656435,15047.000000,5564.000000,0.009659,0.000089,0.009999,0.000079,0,96.516310,6,-0.000349,0.000099,0.007175,0.000081,0,9.028935,6,0.010008,0.000134,10.007553,0.133596
23839,5,b5,2.000000,3.000000,W,0.918630,0.994574,963.000000,0.000000,1.000000,1118.000000,0.000000,0.957460,0.000466,0.013506,0.000424,0,19.826535,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.957460,0.000466,957.459564,0.465597
23839,5,b5,2.000000,3.000000,Em,0.006491,0.031040,943.000000,0.000000,1.000000,1118.000000,0.000000,0.019111,0.000187,0.005407,0.000175,0,10.213433,10,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.019111,0.000187,19.110962,0.187334
23839,5,b5,2.000000,3.000000,Pmz,-0.040544,0.016854,952.000000,0.000000,1.000000,1118.000000,0.000000,-0.012758,0.000261,0.007921,0.000253,0,28.761953,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-0.012758,0.000261,-12.758269,0.261049
23839,5,b5,2.000000,3.000000,Pmx,-0.041672,0.019781,930.000000,0.000000,1.000000,1118.000000,0.000000,-0.011679,0.000345,0.010214,0.000309,0,14.329464,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-0.011679,0.000345,-11.678950,0.345185
23839,5,b5,2.000000,3.000000,Pmy,-0.017270,0.044856,921.000000,0.000000,1.000000,1118.000000,0.000000,0.014374,0.000391,0.011335,0.000340,0,7.089078,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.014374,0.000391,14.374034,0.391313
23840,0,full,-10.000000,20.000000,W,0.905503,1.005601,189647.000000,200.397672,946.353310,282978.000000,95136.000000,0.953006,0.000053,0.021087,0.000053,0,2938.382499,11,0.945482,0.000059,0.013799,0.000051,0,4286.492015,11,0.007525,0.000079,7.524532,0.079352
23840,0,full,-10.000000,20.000000,Em,0.000218,0.028859,159050.000000,174.203652,913.011857,282978.000000,95136.000000,0.014125,0.000021,0.006748,0.000019,0,3676.685025,11,0.005495,0.000019,0.003706,0.000025,0,5977.521416,11,0.008630,0.000028,8.630388,0.028351
23840,0,full,-10.000000,20.000000,Pmz,-0.051228,0.019319,188873.000000,203.219960,929.401818,282978.000000,95136.000000,-0.012033,0.000026,0.009676,0.000026,0,18441.468605,9,-0.005253,0.000027,0.006067,0.000020,0,8556.856903,9,-0.006780,0.000038,-6.779913,0.038073
23840,0,full,-10.000000,20.000000,Pmx,-0.052871,0.024585,192206.000000,202.308975,950.061656,282978.000000,95136.000000,-0.010901,0.000033,0.012123,0.000033,0,15077.197791,10,-0.004339,0.000029,0.006507,0.000023,0,7963.453154,10,-0.006562,0.000044,-6.561621,0.043860
23840,0,full,-10.000000,20.000000,Pmy,-0.024691,0.037335,238524.000000,259.170864,920.334934,282978.000000,95136.000000,0.006606,0.000022,0.010502,0.000021,0,3604.618546,7,-0.000725,0.000022,0.006433,0.000017,0,65.198938,7,0.007330,0.000031,7.330495,0.031344
23840,1,b1,-2.000000,-1.000000,W,0.898726,1.004212,27999.000000,40.697518,687.978068,40807.000000,21789.000000,0.948195,0.000155,0.022730,0.000159,0,925.654210,12,0.946771,0.000132,0.015152,0.000102,0,1197.230593,12,0.001424,0.000203,1.423811,0.203490
23840,1,b1,-2.000000,-1.000000,Em,-0.001061,0.026515,20488.000000,34.690322,590.596996,40807.000000,21789.000000,0.011682,0.000044,0.005437,0.000040,0,741.004101,11,0.006029,0.000031,0.003446,0.000031,0,1650.188447,11,0.005653,0.000054,5.652639,0.054313
23840,1,b1,-2.000000,-1.000000,Pmz,-0.058281,0.020893,26875.000000,42.355573,634.509189,40807.000000,21789.000000,-0.012337,0.000082,0.009904,0.000084,0,4483.795377,10,-0.005869,0.000057,0.006607,0.000044,0,2887.214341,10,-0.006468,0.000100,-6.468428,0.099833
23840,1,b1,-2.000000,-1.000000,Pmx,-0.054702,0.026537,28649.000000,42.001459,682.095354,40807.000000,21789.000000,-0.007787,0.000104,0.011128,0.000111,0,4734.453114,10,-0.004306,0.000053,0.006009,0.000038,0,2736.506945,9,-0.003482,0.000117,-3.481578,0.117142
23840,1,b1,-2.000000,-1.000000,Pmy,-0.026210,0.035110,33897.000000,49.076705,690.694288,40807.000000,21789.000000,0.004454,0.000053,0.009563,0.000051,0,775.335339,7,-0.000225,0.000042,0.006054,0.000031,0,5.364760,5,0.004680,0.000068,4.679726,0.068020
23840,2,b2,-1.000000,0.000000,W,0.900456,1.001658,50336.000000,61.521432,818.186418,62640.000000,24193.000000,0.948245,0.000107,0.021256,0.000104,0,924.874886,11,0.945541,0.000103,0.013588,0.000081,0,1064.410073,11,0.002704,0.000149,2.704499,0.149093
23840,2,b2,-1.000000,0.000000,Em,-0.001111,0.026255,42723.000000,54.170655,788.674241,62640.000000,24193.000000,0.011645,0.000033,0.005610,0.000029,0,1640.932988,11,0.005532,0.000026,0.003217,0.000026,0,2026.890821,11,0.006113,0.000042,6.113385,0.041587
23840,2,b2,-1.000000,0.000000,Pmz,-0.052074,0.019808,51194.000000,62.438500,819.910796,62640.000000,24193.000000,-0.011540,0.000052,0.009515,0.000051,0,5769.421840,9,-0.005177,0.000046,0.005832,0.000032,0,2677.903048,9,-0.006364,0.000069,-6.363661,0.069419
23840,2,b2,-1.000000,0.000000,Pmx,-0.048943,0.025409,52200.000000,62.102181,840.550185,62640.000000,24193.000000,-0.008072,0.000060,0.011122,0.000063,0,4717.856598,9,-0.004297,0.000048,0.006191,0.000036,0,2261.018590,8,-0.003774,0.000077,-3.774189,0.077427
23840,2,b2,-1.000000,0.000000,Pmy,-0.021366,0.032723,55717.000000,66.879036,833.101118,62640.000000,24193.000000,0.005774,0.000040,0.009238,0.000038,0,799.849649,6,-0.000854,0.000040,0.006181,0.000030,0,8.641705,6,0.006628,0.000057,6.627781,0.057068
23840,3,b3,0.000000,1.000000,W,0.907146,1.004087,58749.000000,58.153449,1010.241024,68274.000000,17090.000000,0.953540,0.000092,0.020468,0.000090,0,917.323331,11,0.944998,0.000109,0.012762,0.000092,0,761.057683,11,0.008542,0.000142,8.541739,0.142473
23840,3,b3,0.000000,1.000000,Em,0.000113,0.028428,51974.000000,51.572372,1007.787660,68274.000000,17090.000000,0.013678,0.000035,0.006475,0.000033,0,1556.583380,11,0.005314,0.000040,0.003763,0.000051,0,1354.528141,11,0.008363,0.000053,8.363353,0.053162
23840,3,b3,0.000000,1.000000,Pmz,-0.048576,0.019355,60622.000000,58.441747,1037.306433,68274.000000,17090.000000,-0.011649,0.000048,0.010123,0.000046,0,3846.375527,8,-0.004940,0.000052,0.005784,0.000036,0,1386.844763,8,-0.006709,0.000071,-6.709460,0.070766
23840,3,b3,0.000000,1.000000,Pmx,-0.050126,0.023345,60393.000000,58.395340,1034.209236,68274.000000,17090.000000,-0.011478,0.000053,0.011793,0.000055,0,3071.295265,9,-0.004471,0.000059,0.006676,0.000046,0,1214.938038,9,-0.007007,0.000079,-7.007125,0.079429
23840,3,b3,0.000000,1.000000,Pmy,-0.020194,0.034433,61058.000000,59.305980,1029.542043,68274.000000,17090.000000,0.007142,0.000042,0.009943,0.000038,0,508.156286,6,-0.000995,0.000051,0.006445,0.000039,0,13.626260,4,0.008137,0.000066,8.136645,0.065830
23840,4,b4,1.000000,2.000000,W,0.919655,0.999001,41730.000000,23.546505,1772.237557,45717.000000,5564.000000,0.958217,0.000085,0.015991,0.000079,0,313.016479,8,0.943153,0.000195,0.012357,0.000189,0,55.404862,8,0.015064,0.000212,15.063909,0.212485
23840,4,b4,1.000000,2.000000,Em,0.004495,0.032863,38891.000000,15.632988,2487.752248,45717.000000,5564.000000,0.018141,0.000037,0.006355,0.000034,0,434.827750,11,-0.082434,0.004800,0.020401,0.000639,4,191.298536,11,0.100574,0.004800,100.574335,4.800491
23840,4,b4,1.000000,2.000000,Pmz,-0.042384,0.014382,42256.000000,23.719513,1781.486832,45717.000000,5564.000000,-0.012448,0.000046,0.008574,0.000043,0,1644.558386,6,-0.004695,0.000082,0.005746,0.000067,0,142.716232,6,-0.007753,0.000094,-7.752788,0.094013
23840,4,b4,1.000000,2.000000,Pmx,-0.044548,0.017328,41301.000000,23.700640,1742.611150,45717.000000,5564.000000,-0.013271,0.000054,0.010494,0.000051,0,826.497693,7,-0.003784,0.000102,0.007123,0.000078,0,121.440983,7,-0.009487,0.000115,-9.487499,0.115362
23840,4,b4,1.000000,2.000000,Pmy,-0.018383,0.037635,41324.000000,23.688555,1744.471116,45717.000000,5564.000000,0.009832,0.000053,0.010280,0.000047,0,266.904075,6,-0.000349,0.000099,0.007175,0.000081,0,9.028935,6,0.010181,0.000113,10.181020,0.112725
23840,5,b5,2.000000,3.000000,W,0.922953,0.993335,2648.000000,0.000000,1.000000,3113.000000,0.000000,0.958532,0.000293,0.014222,0.000258,0,10.655434,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.958532,0.000293,958.532035,0.293192
23840,5,b5,2.000000,3.000000,Em,0.007536,0.032585,2622.000000,0.000000,1.000000,3113.000000,0.000000,0.020457,0.000111,0.005191,0.000104,0,19.220651,9,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.020457,0.000111,20.456910,0.110671
23840,5,b5,2.000000,3.000000,Pmz,-0.041506,0.014561,2670.000000,0.000000,1.000000,3113.000000,0.000000,-0.013599,0.000158,0.007962,0.000145,0,65.648319,6,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-0.013599,0.000158,-13.598598,0.157994
23840,5,b5,2.000000,3.000000,Pmx,-0.043287,0.020337,2593.000000,0.000000,1.000000,3113.000000,0.000000,-0.012049,0.000217,0.010525,0.000197,0,43.610112,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-0.012049,0.000217,-12.049145,0.217243
23840,5,b5,2.000000,3.000000,Pmy,-0.017332,0.046611,2533.000000,0.000000,1.000000,3113.000000,0.000000,0.015375,0.000237,0.011559,0.000227,0,53.279559,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.015375,0.000237,15.375285,0.236536
23841,0,full,-10.000000,20.000000,W,0.905487,1.005510,48265.000000,200.397672,240.846112,72084.000000,95136.000000,0.952996,0.000105,0.021046,0.000104,0,774.354887,11,0.945482,0.000059,0.013799,0.000051,0,4286.492015,11,0.007515,0.000120,7.514506,0.120372
23841,0,full,-10.000000,20.000000,Em,0.000389,0.029896,40574.000000,174.203652,232.911305,72084.000000,95136.000000,0.014586,0.000041,0.006946,0.000038,0,1276.096411,12,0.005495,0.000019,0.003706,0.000025,0,6588.537130,12,0.009091,0.000046,9.091110,0.045738
23841,0,full,-10.000000,20.000000,Pmz,-0.051124,0.018779,48168.000000,203.219960,237.023962,72084.000000,95136.000000,-0.012345,0.000053,0.009706,0.000053,0,4756.894435,9,-0.005253,0.000027,0.006067,0.000020,0,8556.856903,9,-0.007093,0.000060,-7.092640,0.059783
23841,0,full,-10.000000,20.000000,Pmx,-0.052491,0.024105,49046.000000,202.308975,242.431162,72084.000000,95136.000000,-0.010992,0.000065,0.012135,0.000067,0,3815.838326,10,-0.004339,0.000029,0.006507,0.000023,0,7963.453154,10,-0.006653,0.000071,-6.653149,0.071259
23841,0,full,-10.000000,20.000000,Pmy,-0.024253,0.037668,60875.000000,259.170864,234.883656,72084.000000,95136.000000,0.006455,0.000044,0.010512,0.000042,0,989.107439,7,-0.000725,0.000022,0.006433,0.000017,0,65.198938,7,0.007180,0.000049,7.180058,0.049441
23841,1,b1,-2.000000,-1.000000,W,0.898780,1.004235,7284.000000,40.697518,178.978972,10525.000000,21789.000000,0.948590,0.000305,0.022683,0.000312,0,254.161490,12,0.946771,0.000132,0.015152,0.000102,0,1197.230593,12,0.001820,0.000333,1.819646,0.332753
23841,1,b1,-2.000000,-1.000000,Em,-0.000920,0.027019,5309.000000,34.690322,153.039801,10525.000000,21789.000000,0.011946,0.000092,0.005658,0.000096,0,284.660818,11,0.005911,0.000035,0.003718,0.000047,0,1749.709189,11,0.006035,0.000099,6.035402,0.098850
23841,1,b1,-2.000000,-1.000000,Pmz,-0.057754,0.019913,6972.000000,42.355573,164.606440,10525.000000,21789.000000,-0.012870,0.000178,0.010076,0.000175,0,1165.545819,10,-0.005869,0.000057,0.006607,0.000044,0,2887.214341,10,-0.007001,0.000187,-7.000720,0.186781
23841,1,b1,-2.000000,-1.000000,Pmx,-0.053942,0.026202,7267.000000,41.252308,176.159840,10525.000000,21789.000000,-0.008069,0.000207,0.011279,0.000227,0,1188.154568,10,-0.004306,0.000053,0.006009,0.000038,0,2736.506945,9,-0.003763,0.000214,-3.763380,0.213863
23841,1,b1,-2.000000,-1.000000,Pmy,-0.025964,0.034376,8783.000000,49.076705,178.964744,10525.000000,21789.000000,0.004212,0.000105,0.009535,0.000103,0,228.486393,7,-0.000225,0.000042,0.006054,0.000031,0,5.364760,5,0.004437,0.000113,4.436960,0.113342
23841,2,b2,-1.000000,0.000000,W,0.899904,1.002411,12844.000000,61.521432,208.772774,15978.000000,24193.000000,0.948344,0.000214,0.021422,0.000206,0,223.151463,11,0.945541,0.000103,0.013588,0.000081,0,1064.410073,11,0.002804,0.000238,2.803696,0.237568
23841,2,b2,-1.000000,0.000000,Em,-0.000747,0.026378,10886.000000,54.170655,200.957512,15978.000000,24193.000000,0.011814,0.000064,0.005691,0.000063,0,350.728952,10,0.005456,0.000029,0.003377,0.000038,0,1980.180477,10,0.006358,0.000070,6.357621,0.070245
23841,2,b2,-1.000000,0.000000,Pmz,-0.052236,0.019432,13043.000000,62.438500,208.893552,15978.000000,24193.000000,-0.011808,0.000104,0.009545,0.000104,0,1499.783772,9,-0.005177,0.000046,0.005832,0.000032,0,2677.903048,9,-0.006631,0.000114,-6.631437,0.114203
23841,2,b2,-1.000000,0.000000,Pmx,-0.049105,0.025075,13335.000000,62.102181,214.726757,15978.000000,24193.000000,-0.008082,0.000116,0.010930,0.000119,0,1159.426252,9,-0.004297,0.000048,0.006191,0.000036,0,2261.018590,8,-0.003785,0.000126,-3.784961,0.126006
23841,2,b2,-1.000000,0.000000,Pmy,-0.021317,0.032757,14160.000000,66.879036,211.725538,15978.000000,24193.000000,0.005677,0.000079,0.009179,0.000071,0,136.476519,6,-0.000854,0.000040,0.006181,0.000030,0,8.641705,6,0.006530,0.000089,6.530240,0.089023
23841,3,b3,0.000000,1.000000,W,0.907227,1.004187,14964.000000,58.153449,257.319217,17434.000000,17090.000000,0.953682,0.000180,0.020314,0.000175,0,246.264483,11,0.944998,0.000109,0.012762,0.000092,0,761.057683,11,0.008684,0.000211,8.684118,0.210618
23841,3,b3,0.000000,1.000000,Em,0.000416,0.029579,13328.000000,51.572372,258.432946,17434.000000,17090.000000,0.014264,0.000070,0.006594,0.000065,0,583.831554,12,0.005314,0.000040,0.003763,0.000051,0,1499.560514,12,0.008950,0.000080,8.949930,0.080449
23841,3,b3,0.000000,1.000000,Pmz,-0.048693,0.018879,15512.000000,58.441747,265.426700,17434.000000,17090.000000,-0.011917,0.000093,0.010102,0.000090,0,971.498042,8,-0.004940,0.000052,0.005784,0.000036,0,1386.844763,8,-0.006978,0.000107,-6.977716,0.106989
23841,3,b3,0.000000,1.000000,Pmx,-0.050178,0.022889,15437.000000,58.395340,264.353286,17434.000000,17090.000000,-0.011668,0.000105,0.011922,0.000112,0,806.334332,9,-0.004471,0.000059,0.006676,0.000046,0,1214.938038,9,-0.007197,0.000121,-7.197247,0.120666
23841,3,b3,0.000000,1.000000,Pmy,-0.020571,0.034756,15607.000000,59.305980,263.160645,17434.000000,17090.000000,0.007068,0.000083,0.009925,0.000076,0,159.739675,6,-0.000995,0.000051,0.006445,0.000039,0,13.626260,4,0.008062,0.000097,8.062454,0.097123
23841,4,b4,1.000000,2.000000,W,0.919052,0.998820,10218.000000,23.532239,434.212834,11392.000000,5564.000000,0.958133,0.000172,0.016135,0.000162,0,84.418059,8,0.943153,0.000195,0.012357,0.000189,0,55.404862,8,0.014980,0.000260,14.979878,0.259789
23841,4,b4,1.000000,2.000000,Em,0.004806,0.032931,9695.000000,15.632988,620.162969,11392.000000,5564.000000,0.018353,0.000073,0.006296,0.000066,0,99.374391,11,-0.081697,0.004615,0.020296,0.000663,4,191.334915,11,0.100050,0.004616,100.049984,4.616029
23841,4,b4,1.000000,2.000000,Pmz,-0.041854,0.013533,10402.000000,23.695286,438.990276,11392.000000,5564.000000,-0.012757,0.000092,0.008507,0.000085,0,429.030654,6,-0.004695,0.000082,0.005746,0.000067,0,142.716232,6,-0.008062,0.000123,-8.061691,0.123128
23841,4,b4,1.000000,2.000000,Pmx,-0.044645,0.016999,10321.000000,23.700640,435.473467,11392.000000,5564.000000,-0.013371,0.000110,0.010638,0.000106,0,222.900237,7,-0.003784,0.000102,0.007123,0.000078,0,121.440983,7,-0.009587,0.000150,-9.587456,0.150028
23841,4,b4,1.000000,2.000000,Pmy,-0.017898,0.037109,10282.000000,23.544503,436.704912,11392.000000,5564.000000,0.009776,0.000106,0.010275,0.000095,0,78.783139,6,-0.000349,0.000099,0.007175,0.000081,0,9.028935,6,0.010125,0.000145,10.125106,0.145158
23841,5,b5,2.000000,3.000000,W,0.922523,0.993804,619.000000,0.000000,1.000000,726.000000,0.000000,0.958903,0.000587,0.013663,0.000516,0,10.419216,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.958903,0.000587,958.902855,0.586924
23841,5,b5,2.000000,3.000000,Em,0.007859,0.032684,605.000000,0.000000,1.000000,726.000000,0.000000,0.020613,0.000233,0.005207,0.000227,0,11.934772,9,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.020613,0.000233,20.613436,0.233264
23841,5,b5,2.000000,3.000000,Pmz,-0.041829,0.016371,630.000000,0.000000,1.000000,726.000000,0.000000,-0.013816,0.000344,0.008392,0.000364,0,27.902271,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-0.013816,0.000344,-13.815710,0.343641
23841,5,b5,2.000000,3.000000,Pmx,-0.046050,0.022286,615.000000,0.000000,1.000000,726.000000,0.000000,-0.012939,0.000444,0.010725,0.000440,0,27.000172,9,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-0.012939,0.000444,-12.939427,0.444315
23841,5,b5,2.000000,3.000000,Pmy,-0.019327,0.046829,601.000000,0.000000,1.000000,726.000000,0.000000,0.015280,0.000502,0.011770,0.000425,0,7.878593,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.015280,0.000502,15.280251,0.502366
23842,0,full,-10.000000,20.000000,W,0.906096,1.003025,83566.000000,200.397672,417.000853,124431.000000,95136.000000,0.953189,0.000080,0.021194,0.000080,0,1330.918566,11,0.945482,0.000059,0.013799,0.000051,0,4286.492015,11,0.007707,0.000100,7.707451,0.099776
23842,0,full,-10.000000,20.000000,Em,0.000563,0.029057,70397.000000,174.203652,404.107486,124431.000000,95136.000000,0.014649,0.000031,0.006918,0.000028,0,2160.727480,12,0.005495,0.000019,0.003706,0.000025,0,6588.537130,12,0.009154,0.000037,9.154489,0.036743
23842,0,full,-10.000000,20.000000,Pmz,-0.051378,0.019341,83170.000000,203.219960,409.260981,124431.000000,95136.000000,-0.012300,0.000040,0.009720,0.000040,0,7935.885242,9,-0.005253,0.000027,0.006067,0.000020,0,8556.856903,9,-0.007047,0.000048,-7.047230,0.048465
23842,0,full,-10.000000,20.000000,Pmx,-0.053075,0.024535,84789.000000,202.308975,419.106468,124431.000000,95136.000000,-0.010996,0.000049,0.012080,0.000050,0,6723.016293,10,-0.004339,0.000029,0.006507,0.000023,0,7963.453154,10,-0.006657,0.000057,-6.656511,0.057154
23842,0,full,-10.000000,20.000000,Pmy,-0.024187,0.037750,105009.000000,259.170864,405.172859,124431.000000,95136.000000,0.006557,0.000034,0.010475,0.000031,0,1596.563898,7,-0.000725,0.000022,0.006433,0.000017,0,65.198938,7,0.007282,0.000040,7.281986,0.040131
23842,1,b1,-2.000000,-1.000000,W,0.898543,1.004518,12280.000000,40.697518,301.738301,17809.000000,21789.000000,0.947843,0.000239,0.022673,0.000255,0,569.343557,12,0.946771,0.000132,0.015152,0.000102,0,1197.230593,12,0.001072,0.000273,1.072310,0.273377
23842,1,b1,-2.000000,-1.000000,Em,-0.000836,0.026922,9033.000000,34.690322,260.389626,17809.000000,21789.000000,0.012001,0.000068,0.005500,0.000067,0,329.684670,10,0.005911,0.000035,0.003718,0.000047,0,1560.934525,10,0.006090,0.000076,6.089582,0.076430
23842,1,b1,-2.000000,-1.000000,Pmz,-0.058251,0.020270,11754.000000,42.355573,277.507759,17809.000000,21789.000000,-0.012798,0.000125,0.009904,0.000127,0,1944.842937,10,-0.005869,0.000057,0.006607,0.000044,0,2887.214341,10,-0.006929,0.000137,-6.929422,0.137414
23842,1,b1,-2.000000,-1.000000,Pmx,-0.055175,0.026959,12497.000000,42.001459,297.537284,17809.000000,21789.000000,-0.007383,0.000147,0.010576,0.000150,0,2136.510545,10,-0.004306,0.000053,0.006009,0.000038,0,2736.506945,9,-0.003077,0.000157,-3.076807,0.156676
23842,1,b1,-2.000000,-1.000000,Pmy,-0.026192,0.035069,14800.000000,49.076705,301.568737,17809.000000,21789.000000,0.004412,0.000080,0.009403,0.000077,0,365.859119,7,-0.000225,0.000042,0.006054,0.000031,0,5.364760,5,0.004637,0.000090,4.637469,0.090024
23842,2,b2,-1.000000,0.000000,W,0.900476,1.002362,22244.000000,61.521432,361.565057,27754.000000,24193.000000,0.948635,0.000165,0.021649,0.000161,0,402.289393,11,0.945541,0.000103,0.013588,0.000081,0,1064.410073,11,0.003095,0.000195,3.094532,0.194976
23842,2,b2,-1.000000,0.000000,Em,-0.000747,0.026354,18888.000000,54.170655,348.675867,27754.000000,24193.000000,0.011879,0.000048,0.005599,0.000045,0,588.264607,10,0.005456,0.000029,0.003377,0.000038,0,1980.180477,10,0.006423,0.000056,6.423054,0.055752
23842,2,b2,-1.000000,0.000000,Pmz,-0.052092,0.020134,22581.000000,62.438500,361.651867,27754.000000,24193.000000,-0.011744,0.000079,0.009727,0.000082,0,2445.057939,9,-0.005177,0.000046,0.005832,0.000032,0,2677.903048,9,-0.006567,0.000092,-6.567364,0.091674
23842,2,b2,-1.000000,0.000000,Pmx,-0.049532,0.025557,23101.000000,62.102181,371.983713,27754.000000,24193.000000,-0.008393,0.000093,0.011162,0.000093,0,2048.764220,9,-0.004297,0.000048,0.006191,0.000036,0,2261.018590,8,-0.004095,0.000104,-4.095086,0.104476
23842,2,b2,-1.000000,0.000000,Pmy,-0.021396,0.033138,24661.000000,66.879036,368.740360,27754.000000,24193.000000,0.005777,0.000062,0.009555,0.000058,0,458.424510,7,-0.000854,0.000040,0.006181,0.000030,0,8.641705,6,0.006631,0.000074,6.630859,0.073861
23842,3,b3,0.000000,1.000000,W,0.907043,1.004568,25782.000000,58.153449,443.344297,30125.000000,17090.000000,0.953925,0.000139,0.020515,0.000135,0,402.824488,11,0.944998,0.000109,0.012762,0.000092,0,761.057683,11,0.008926,0.000177,8.926425,0.176796
23842,3,b3,0.000000,1.000000,Em,0.000505,0.028676,22996.000000,51.572372,445.897661,30125.000000,17090.000000,0.014039,0.000052,0.006423,0.000048,0,703.392957,11,0.005314,0.000040,0.003763,0.000051,0,1354.528141,11,0.008724,0.000066,8.724205,0.066044
23842,3,b3,0.000000,1.000000,Pmz,-0.048952,0.019414,26656.000000,58.441747,456.112307,30125.000000,17090.000000,-0.011937,0.000073,0.010224,0.000069,0,1614.779024,8,-0.004940,0.000052,0.005784,0.000036,0,1386.844763,8,-0.006997,0.000090,-6.997462,0.089659
23842,3,b3,0.000000,1.000000,Pmx,-0.050462,0.023332,26600.000000,58.395340,455.515799,30125.000000,17090.000000,-0.011627,0.000080,0.011836,0.000083,0,1392.531124,9,-0.004471,0.000059,0.006676,0.000046,0,1214.938038,9,-0.007156,0.000099,-7.155924,0.099368
23842,3,b3,0.000000,1.000000,Pmy,-0.020669,0.034890,26827.000000,59.305980,452.348986,30125.000000,17090.000000,0.007159,0.000063,0.009861,0.000057,0,244.399820,6,-0.000995,0.000051,0.006445,0.000039,0,13.626260,4,0.008153,0.000081,8.153327,0.080597
